"CANT. DE PARTICIPANTES","FEMENINO","MASCULINO","DEPARTAMENTO","PROVINCIA","DISTRITO","CENTRO POBLADO","COMUNIDAD CAMPESINA O NATIVA","NOMBRE DEL EVENTO","TRIMESTRE"
"1","1","0","LA LIBERTAD","JULCAN","CARABAMBA","PADAHUAMBO","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","CUSCO","LA CONVENCION","ECHARATE","PALMA REAL","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","CAJAMARCA","JAÉN","POMAHUACA","PALO BLANCO",". ","ATENCIÓN AL USUARIO","IV"
"1","1","0","LAMBAYEQUE ","CHICLAYO ","CHONGOYAPE ","PAMPA GRANDE","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","PIURA","MORROPON","SANTA CATALINA DE MOSSA","PAMPARUMBE","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","TUMBES ","TUMBES ","PAMPAS DE HOSPITAL ","PAMPAS DE HOSPITAL ","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","ANCASH","HUARAZ ","INDEPENDENCIA ","PARIA WILCAHUAIN","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","PIURA","PIURA","TAMBOGRANDE","PEDREGAL","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","CAJAMARCA","SAN IGNACIO","CHIRINOS","PERICO","","ATENCIÓN AL USUARIO","IV"
"1","0","1","PUNO","PUNO","PLATERIA","PLATERIA","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","PUNO","CHUCUITO","POMATA","POMATA","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","PUNO","CHUCUITO","POMATA","POMATA","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","0","1","CAJAMARCA","CAJAMARCA","CAJAMARCA","PORCONCILLO ALTO","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","1","0","PUNO","AZÁNGARO ","ASILLO","PROGRESO","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","PUNO","AZÁNGARO ","ASILLO ","PROGRESO ","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","PIURA","MORROPON","SANTA CATALINA DE MOSSA","PUEBLO NUEVO DE MARAY","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PUNO ","HUANCANE","PUSI","PUSI","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","1","0","PUNO ","SAN ANTONIO DE PUTINA","PUTINA","PUTINA","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","0","1","CUSCO","LA CONVENCION","QUELLOUNO","PUTUCUSI","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","LAMBAYEQUE","LAMBAYEQUE","OLMOS","QUERPON","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PUNO ","HUANCANE","ROSASPATA","ROSASPATA","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","1","0","HUANUCO ","PUERTO INCA","HONORIA","SAN ANTONIO DE HONORIA","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AREQUIPA","AREQUIPA","LA JOYA","SAN CAMILO","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AREQUIPA","AREQUIPA","LA JOYA ","SAN ISIDRO ","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","LA LIBERTAD ","VIRÚ ","VIRÚ ","SAN JOSÉ","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","LA LIBERTAD","VIRU","VIRU","SAN JOSE","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","PUNO","PUNO ","SAN ANTONIO ","SAN JOSÉ ","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","PUNO ","EL COLLAO","ILAVE","SAN JUAN DE HUINIHUININI","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","1","0","PUNO ","EL COLLAO ","ILAVE ","SAN JUAN DE HUINIHUININI","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","PUNO","El COLLAO","ILAVE","SAN JUAN DE HUINIHUININI","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","CAJAMARCA","CAJAMARCA","ENCAÑADA","SAN JUAN DE YERBA BUENA","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","CUSCO","LA CONVENCION","OCOBAMBA","SAN LORENZO","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PIURA","PIURA","TAMBOGRANDE","SAN MARTIN C-P-3","","ATENCIÓN AL CIUDADANO","IV"
"1","0","1","PUNO ","MELGAR","SANTA ROSA","SANTA ROSA","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","0","1","PUNO","MELGAR","SANTA ROSA","SANTA ROSA","","CANCELACION DE ACTAS REGISTRALES","IV"
"2","1","1","PUNO","MELGAR","SANTA ROSA","SANTA ROSA","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"2","1","1","PUNO","MELGAR","SANTA ROSA","SANTA ROSA","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","PUNO","PUNO","ACORA","SANTA ROSA DE YANAQUE","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","PIURA","MORROPON ","CHALACO ","SANTIAGO ","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","PIURA","MORROPON","CHALACO","SANTIAGO","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PUNO ","CHUCUITO ","JULI","SIHUAYRO ","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","1","0","PUNO","CHUCUITO","JULI","SIHUAYRO","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","AYACUCHO","SUCRE","PAICO","SIHUE","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","CAJAMARCA","SANTA CRUZ","PULAN","SUCCHAPAMPA","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","LA LIBERTAD","SÁNCHEZ CARRIÓN","CHUGAY","SUCCHAPAMPA","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PIURA","MORROPON","YAMANGO","TAMBOYA","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PUNO","HUANCANE","TARACO","TARACO","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","CUSCO","LA CONVENCION","MANITEA","TAWANTINSUYO","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PIURA","PIURA","TAMBO GRANDE","TEJEDORES","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PUNO ","AZÁNGARO ","TIRAPATA","TIRAPATA","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","0","1","PUNO","AZANGARO","TIRAPATA","TIRAPATA","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","CUSCO","PAUCARTAMBO","COLQUEPATA","TOCRA","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","CUSCO","CHUMBIVILCAS ","LIVITACA ","TOTORA","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"2","2","0","PIURA","HUANCABAMBA","SONDOR","TULUCE","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PUNO ","CARABAYA","COASA","UCHUHUMA","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","PUNO","CARABAYA","COASA","UCHUHUMA","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","CAJAMARCA ","SANTA CRUZ ","CATACHE ","UDIMA ","","ATENCIÓN AL USUARIO","IV"
"1","0","1","HUANCAVELICA","CHURCAMPA","ANCO","UNIÓN LA VICTORIA","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","JUNIN","CHANCHAMAYO","PERENE","UNION PERENE","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","AYACUCHO","LA MAR","ANCO","UNION PROGRESO","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","TUMBES ","ZARUMILLA ","PAPAYAL ","UÑA DE GATO ","","ATENCIÓN AL CIUDADANO","IV"
"1","0","1","AYACUCHO","LUCANAS","SAN PEDRO","VALLE ECOLOGICO SANTA ANA","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","0","1","LORETO ","UCAYALI ","CONTAMANA","VENCEDOR ","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","ANCASH","CARHUAZ","MARCARÁ ","VICOS","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","LA LIBERTAD","TRUJILLO","HUANCHACO","VICTOR RAUL HAYA DE LA TORRE","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","LA LIBERTAD","TRUJILLO","HUANCHACO","VICTOR RAUL HAYA DE LA TORRE","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","PIURA ","MORROPÓN ","CHULUCANAS ","VILLA DE BATANES","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","PIURA","MORROPON","CHULUCANAS","VILLA DE BATANES","","ATENCIÓN AL CIUDADANO","IV"
"1","0","1","LA LIBERTAD","TRUJILLO","HUANCHACO","VILLA DEL MAR","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PIURA","PIURA","CATACAOS","VILLA MONTE CASTILLO","","ATENCIÓN AL USUARIO","IV"
"1","0","1","HUANCAVELICA","ACOBAMBA","ANTA","VILLA PATA","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","PIURA","PIURA","CATACAOS","VILLA PEDREGAL GRANDE","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","PIURA","PIURA","CATACAOS","VILLA PEDREGAL GRANDE","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PUNO","AZANGARO","SAMAN","VILLA QUEJON MOCCO","","ATENCIÓN AL CIUDADANO","IV"
"2","2","0","PIURA","PAITA","LA HUACA ","VILLA VIVIATE","","INTEGRAL EN REGISTROS CIVILES","IV"
"2","2","0","MOQUEGUA","MARISCAL NIETO","TORATA","YACANGO","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PIURA","PAITA","PAITA","YACILA","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PIURA","PAITA","PAITA","YACILA","","ATENCIÓN AL CIUDADANO","IV"
"1","0","1","CAJAMARCA","CAJAMARCA","ENCAÑADA","YANACANCHA GRANDE","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","0","1","PUNO","SANDIA","YANAHUAYA","YANAHUAYA","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","0","1","AMAZONAS","CONDORCANQUI","NIEVA","YUMIGKUS","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AREQUIPA","AREQUIPA","YURA","YURA","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","0","1","ANCASH","MARISCAL LUZURIAGA","LLUMPA","YURMA","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"2","1","1","CUSCO","LA CONVENCION","VILCABAMBA","YUVENI","","INTEGRAL EN REGISTROS CIVILES","IV"
"2","2","0","APURIMAC","ABANCAY","ABANCAY","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","APURIMAC","ABANCAY","ABANCAY","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","APURIMAC","ABANCAY","ABANCAY","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","0","1","CUSCO","PARURO","ACCHA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","CUSCO","PARURO","ACCHA","","","REPOSICIÓN Y RECONSTITUCIÒN DE ACTAS REGISTRALES","IV"
"2","1","1","TUMBES","ZARUMILLA","AGUAS VERDES","","","ATENCIÓN AL USUARIO","IV"
"1","0","1","TUMBES","ZARUMILLA","AGUAS VERDES","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","SAN MARTIN","HUALLAGA","ALTO SAPOSOA","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","CUSCO","ANTA","ANCAHUASI","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","1","0","CUSCO","ANTA","ANCAHUASI","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","AREQUIPA","CONDESUYOS","ANDARAY","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","AYACUCHO","HUAMANGA","ANDRES AVELINO CACERES DORREGARAY","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","HUANUCO ","PUERTO INCA","ANTRIGUA HONORIA ","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","JUNÍN ","JAUJA ","APATA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","LA LIBERTAD","ASCOPE","ASCOPE","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PUNO","AZÁNGARO ","ASILLO ","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","0","1","PUNO","AZÁNGARO","ASILLO","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","AYACUCHO","VICTOR FAJARDO","ASQUIPATA","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","1","0","AMAZONAS","CHACHAPOYAS","ASUNCION","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","ANCASH","CARHUAZ","ATAQUERO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","ANCASH","CARHUAZ","ATAQUERO","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","ANCASH","CARHUAZ","ATAQUERO","","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","ANCASH","CARHUAZ","ATAQUERO","","","REPOSICIÓN Y RECONSTITUCIÒN DE ACTAS REGISTRALES","IV"
"1","0","1","AYACUCHO","LUCANAS","AUCARA","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"2","2","0","PIURA","AYABACA","AYABACA","","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","AYACUCHO","HUAMANGA","AYACUCHO","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","0","1","PUNO","CARABAYA","AYAPATA","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","AYACUCHO","LA MAR","AYNA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","AYACUCHO","LA MAR","AYNA","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","0","1","AMAZONAS","UTCUBAMBA","BAGUA GRANDE","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","AREQUIPA","CARAVELI","BELLA UNION","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PIURA","SECHURA","BELLAVISTA DE LA UNION","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PIURA ","SECHURA ","BERNAL ","","","ATENCIÓN AL CIUDADANO","IV"
"1","0","1","UCAYALI ","PADRE ABAD ","BOQUERON","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PIURA ","MORROPON ","BUENOS AIRES ","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","PIURA ","MORROPON ","BUENOS AIRES ","","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","PUNO","LAMPA","CABANILLA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","PUNO","LAMPA","CABANILLA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","PUNO","LAMPA","CABANILLA","","","CANCELACION DE ACTAS REGISTRALES","IV"
"2","2","0","PUNO","SAN ROMAN","CABANILLAS","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","CUSCO","CALCA","CALCA","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"4","4","0","UCAYALI ","CORONEL PORTILLO ","CALLERIA ","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","AMAZONAS","LUYA","CAMPORREDONDO","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","UCAYALI ","CORONEL PORTILLO ","CAMPOVERDE","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","AYACUCHO","HUANTA","CANAYRE","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","CUSCO","CHUMBIVILCAS","CAPACMARCA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","CUSCO","CHUMBIVILCAS","CAPACMARCA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","JUNIN","JUNIN","CARHUAMAYO","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"2","1","1","ANCASH","CARHUAZ ","CARHUAZ","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","MOQUEGUA","MARISCAL NIETO","CARUMAS","","","INTEGRAL EN REGISTROS CIVILES","IV"
"3","3","0","PIURA ","PIURA ","CATACAOS ","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","PIURA","PIURA","CATACAOS","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","CAJAMARCA","SANTA CRUZ","CATACHE","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","CAJAMARCA","SANTA CRUZ","CATACHE","","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","LAMBAYEQUE ","CHICLAYO ","CAYALTI ","","","ATENCIÓN AL USUARIO","IV"
"2","2","0","LAMBAYEQUE","CHICLAYO ","CAYALTI ","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","AYACUCHO","VICTOR FAJARDO","CAYARA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","HUANCAVELICA","ANGARAES","CCOCHACCASA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","HUANCAVELICA","ANGARAES","CCOCHACCASA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","AYACUCHO","HUANTA","CHACA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","ANCASH","ANTONIO RAIMONDI","CHACCHO","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"2","1","1","AMAZONAS ","CHACHAPOYAS ","CHACHAPOYAS ","","","ATENCIÓN AL USUARIO","IV"
"1","0","1","HUANUCO ","PACHITEA","CHAGLLA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AREQUIPA","CARAVELI","CHALA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PIURA","MORROPON","CHALACO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","APURÍMAC ","AYMARAES ","CHALHUANCA ","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","ICA","NASCA","CHANGUILLO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","LA LIBERTAD ","VIRU","CHAO","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","LA LIBERTAD","VIRU","CHAO","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","SANCHEZ CARRION ","MARCABAL","CHAQUILBAMBA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","AYACUCHO","LUCANAS","CHAVIÑA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","CUSCO","CANCHIS","CHECACUPE","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","1","0","CUSCO","CANCHIS","CHECACUPE","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","CUSCO","CANCHIS","CHECACUPE","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
